,id,FN,SN,LN,Captured,Sex,Length,Diam,Height,Whole,Shucke,Viscera,Shell,Rings
1069,2856,Baby,Flow,Head,20200213T000000,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11.0
1070,2514,Big,Glam,Death,20200621T000000,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8.0
1071,5367,Kid,Rock,Kitty,20201108T000000,F,0.7075589365378407,,0.24037360420275744,1.442417170806169,,,0.5014031846353216,16.0
1072,5571,Boss,College,Head,20201018T000000,I,0.6178627935704344,0.4697594325935642,0.1457163326785908,0.6662997400905925,,0.14864962511460736,,
1073,942,MC,Breeze,Machine,20200221T000000,I,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002,7.0
1074,2141,Jalapeno,Flow,Man,20201206T000000,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7.0
1075,4943,Lil',Full,Death,20200301T000000,M,0.6353934127747103,0.5410615494606826,,0.6286878421408233,,,,15.0
1076,506,Jalapeno,Full,Man,20200412T000000,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12.0
1077,866,Big,Rock,Death,20201020T000000,M,0.605,0.455,0.16,1.1035,0.42100000000000004,0.3015,0.325,9.0
1078,1994,Monster,Full,Master,20201109T000000,I,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,6.0
1079,5252,Boss,Glock,Head,20201107T000000,I,0.4254043851423004,0.25100134588312806,0.0981430581013539,0.23387142097575475,,,,
1080,3800,Kid,Glam,Machine,20200501T000000,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12.0
1081,3363,Dungeon,Block,Kitty,20200605T000000,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10.0
1082,203,MC,Rock,Head,20200701T000000,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13.0
1083,4046,Boy,Full,Machine,20201122T000000,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.26899999999999996,11.0
1084,65,MC,Glock,Machine,20200617T000000,M,0.475,0.355,0.12,0.48,0.23399999999999999,0.1015,0.135,8.0
1085,4868,Monster,Breeze,Head,20200720T000000,I,0.6394555863839009,0.5652994862545939,,1.1369069348021106,,0.2830954497206633,0.37323544709798073,
1086,1919,Big,Breeze,Death,20200705T000000,I,0.605,0.49,0.165,1.071,0.48200000000000004,0.1935,0.35200000000000004,10.0
1087,4431,Kid,Block,Killer,20200612T000000,F,,0.7312371086257166,0.3041526519698483,2.237521101044152,,,0.6272556223632209,
1088,7,Lil',College,Man,20201221T000000,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16.0
1089,4371,DJ,Full,Master,20200511T000000,I,0.4924803930970139,0.41951393381070573,0.16467754808445817,0.352629661635955,,0.1413686541794239,0.2720660596371139,6.0
1090,2162,Boy,College,Man,20200320T000000,F,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,11.0
1091,2194,Baby,Block,Killer,20200104T000000,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13.0
1092,4670,Lil',Block,Death,20200522T000000,I,0.5236763307432406,,,0.190143252911349,0.11179849379462943,,0.1956140808369504,9.0
1093,1823,Boss,Breeze,Killer,20201022T000000,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11.0
1094,131,DJ,Block,Death,20200606T000000,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9.0
1095,2700,Boy,Breeze,Man,20200207T000000,M,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,13.0
1096,1551,Baby,Block,Machine,20201220T000000,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7.0
1097,2078,Jalapeno,Flow,Master,20200418T000000,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.37200000000000005,8.0
1098,979,MC,Glock,Kitty,20201103T000000,M,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195,8.0
1099,960,Fresh,Flow,Killer,20200118T000000,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7.0
1100,2399,DJ,Glock,Master,20200516T000000,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17.0
1101,4386,Dungeon,Flow,Man,20200122T000000,M,0.7284916033245712,,0.2876038760740042,1.4204084649897704,,,0.41888935682990747,9.0
1102,4051,Fresh,College,Head,20201208T000000,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10.0
1103,465,Lil',Glam,Master,20201219T000000,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5.0
1104,2635,Monster,Rock,Machine,20200116T000000,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7.0
1105,842,MC,Full,Machine,20201011T000000,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9.0
1106,4330,Big,Rock,Head,20200415T000000,F,0.7343633933968934,0.6458746311043528,,1.533847414492576,,,0.5129194503629999,9.0
1107,4620,Dungeon,Glam,Kitty,20201023T000000,M,0.7478045696310343,0.6107293452395957,,1.4423245700023686,,0.3154803966288574,,
1108,4353,Baby,Block,Kitty,20200615T000000,F,0.7890688553164384,,0.312889652989997,1.1484973888088217,,,,
1109,2208,Boy,Block,Machine,20200807T000000,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16.0
1110,5283,MC,Glam,Kitty,20200909T000000,I,0.689587581814815,0.5529075665127898,0.17078171173194331,0.8863597676363271,,,0.42015337752549764,5.0
1111,5033,Big,College,Master,20200219T000000,M,0.7789063576793251,0.566341236489546,,1.9037684682450817,,0.38554803029076534,0.536463578501546,
1112,5404,Boss,Glock,Machine,20200405T000000,I,0.4896435864570076,0.3794570921510883,,0.3734563954601343,,,,
1113,5272,DJ,Rock,Killer,20201024T000000,F,0.4820321370765367,0.5290740510621655,,0.6826354111864708,,0.26657773912677885,0.17650265594894962,15.0
1114,77,Jalapeno,Rock,Death,20200423T000000,F,0.6,0.47,0.15,0.922,0.363,0.19399999999999998,0.305,10.0
1115,4823,Big,Glam,Kitty,20200423T000000,F,,0.5124510702776183,0.2663121491611543,1.0452105888813987,,0.22477304675382295,,
1116,5342,Monster,Breeze,Killer,20200301T000000,M,0.731320593167479,0.49710886935907833,0.23088411022752886,1.014471538504056,,0.23502111632302367,0.5235665197705033,
1117,410,Jalapeno,College,Kitty,20200422T000000,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.0
1118,3587,Jalapeno,College,Head,20200605T000000,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10.0
1119,95,Baby,Flow,Kitty,20200415T000000,M,0.665,0.535,0.195,1.6059999999999999,0.5755,0.38799999999999996,0.48,14.0
1120,1884,Kid,Glam,Kitty,20201024T000000,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7.0
1121,1819,Dungeon,Glock,Man,20201111T000000,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11.0
1122,5213,Baby,Breeze,Kitty,20200320T000000,I,0.4146407799046303,0.3515307532911522,0.23333102412081225,0.3315411022273769,,,0.24757625196141664,
1123,4658,Monster,Full,Head,20201112T000000,I,0.2593862922490489,0.28227472774934326,,0.08220460315674144,,0.06599432455028496,0.043246046689861116,4.0
1124,1962,MC,Block,Man,20200716T000000,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.39399999999999996,10.0
1125,3859,Big,Full,Death,20200601T000000,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9.0
1126,827,Monster,Flow,Head,20200822T000000,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6.0
1127,4742,Monster,Glock,Man,20200723T000000,F,0.3797709276346758,,,0.20868683552803494,,,,
1128,3884,Kid,Glam,Death,20200812T000000,I,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,9.0
1129,1766,DJ,College,Killer,20200211T000000,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7.0
1130,738,Boss,Flow,Death,20200110T000000,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14.0
1131,1086,Baby,Glam,Kitty,20200514T000000,I,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,8.0
1132,1950,Lil',Glam,Machine,20200224T000000,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10.0
1133,2096,Lil',Rock,Machine,20200117T000000,M,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11.0
1134,332,Fresh,Breeze,Death,20200215T000000,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5.0
1135,3260,Baby,Glock,Master,20201117T000000,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13.0
1136,5005,Jalapeno,Flow,Master,20200722T000000,M,0.6308170580999121,,0.24289321615507575,0.6515654112004929,,0.13627536470072976,0.3167511624885275,
1137,1557,Jalapeno,Breeze,Master,20201104T000000,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8.0
1138,2344,Kid,Flow,Machine,20200408T000000,M,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21.0
1139,5151,MC,Glam,Master,20200109T000000,F,0.6136402338407219,,,0.8407068384262647,,,,16.0
1140,1609,Boy,Full,Head,20201213T000000,I,0.545,0.375,0.12,0.5429999999999999,0.2375,0.1155,0.1725,8.0
1141,5032,Monster,Full,Master,20200124T000000,F,0.7582870287027734,,0.2235969043233758,1.1800052078151249,,0.2809740582943027,0.3537467430151861,
1142,2492,Dungeon,College,Man,20200207T000000,F,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,11.0
1143,3539,DJ,Full,Kitty,20201107T000000,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8.0
1144,4947,DJ,Glock,Death,20200404T000000,M,0.7510863912389265,,,2.440209186131396,,,,
1145,1374,Baby,Rock,Killer,20200118T000000,M,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,9.0
1146,2075,DJ,Breeze,Head,20200201T000000,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9.0
1147,3948,Baby,Full,Head,20200603T000000,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12.0
1148,2759,Kid,Breeze,Kitty,20201214T000000,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8.0
1149,2523,Boy,Rock,Death,20200710T000000,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9.0
1150,425,Boss,Breeze,Kitty,20200519T000000,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13.0
1151,304,Boss,Block,Man,20200615T000000,F,0.47,0.36,0.13,0.47200000000000003,0.182,0.114,0.15,10.0
1152,3887,Jalapeno,Glock,Kitty,20200713T000000,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9.0
1153,2031,MC,College,Man,20200411T000000,F,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,10.0
1154,2914,Jalapeno,Full,Head,20200120T000000,I,0.59,0.46,0.125,0.755,0.33399999999999996,0.15,0.23800000000000002,9.0
1155,5335,Boss,Glam,Machine,20200512T000000,I,0.5303555574763297,,0.24922993188618126,0.7222323278521762,,,0.23215681830826718,
1156,4422,Monster,College,Killer,20201108T000000,F,0.5493019918419184,0.4226166333502299,,0.9059028341424107,,,,12.0
1157,4542,Lil',Breeze,Death,20200121T000000,I,0.49956774895573725,0.438821624639523,0.28403759998681805,0.5042885035691914,,0.24597787130295057,0.24466367620603177,
1158,877,Big,Block,Death,20200719T000000,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10.0
1159,761,Monster,Flow,Kitty,20200221T000000,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16.0
1160,2106,Lil',College,Master,20200703T000000,M,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14.0
1161,2003,Monster,Full,Death,20200306T000000,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6.0
1162,2876,MC,College,Head,20200704T000000,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7.0
1163,1174,Monster,College,Head,20200616T000000,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9.0
1164,1855,Fresh,Rock,Kitty,20201208T000000,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9.0
1165,2027,Fresh,Breeze,Master,20200918T000000,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9.0
1166,4780,Kid,Flow,Killer,20200815T000000,F,0.6477412073774196,0.5021796068949984,0.28319414809880533,1.1574638007809654,,,0.43958496039016587,
1167,933,MC,Glam,Kitty,20200112T000000,I,0.45,0.36,0.13,0.478,0.191,0.127,0.13699999999999998,7.0
1168,524,Monster,Glock,Death,20201210T000000,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4.0
1169,4338,Boy,Breeze,Death,20200306T000000,F,0.6784468159662765,,,1.2964643035268824,0.6595114435007804,,0.481301459080804,12.0
1170,5282,Monster,Block,Man,20201110T000000,F,0.5335654484040272,,,0.662799468570295,0.42488963806445845,0.19098822485409173,0.2806740800505828,
1171,2805,Jalapeno,Flow,Head,20200223T000000,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.42200000000000004,11.0
1172,1702,Lil',Glock,Machine,20200808T000000,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9.0
1173,2291,Jalapeno,Rock,Kitty,20200811T000000,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10.0
1174,2336,Boss,Full,Machine,20200803T000000,F,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,18.0
1175,4253,Jalapeno,Block,Machine,20200423T000000,F,,,0.24957804870789246,1.2865979302335226,0.3951954730156734,0.3322500598319727,0.3662395709059555,
1176,5111,Boss,Full,Machine,20201017T000000,I,0.6594961301772828,,,0.7086759744201516,,,0.3690307939244585,
1177,1841,Jalapeno,Flow,Master,20200214T000000,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7.0
1178,707,Big,Block,Death,20201223T000000,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10.0
1179,3168,DJ,Rock,Machine,20200413T000000,M,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31,15.0
1180,4921,Dungeon,Breeze,Master,20201119T000000,I,0.7584939019445677,0.5796930216765429,,1.0781761350870336,,,,11.0
1181,1169,MC,Block,Kitty,20200424T000000,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8.0
1182,833,Boss,Breeze,Master,20200708T000000,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7.0
1183,3751,Jalapeno,Flow,Head,20201205T000000,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7.0
1184,221,Fresh,College,Head,20201001T000000,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11.0
1185,3230,Lil',Rock,Death,20200124T000000,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11.0
1186,4479,Big,Flow,Master,20200414T000000,I,0.5360696120169455,,0.30247033466414014,0.6347731497080036,,,0.2738517367311051,11.0
1187,3384,DJ,Breeze,Master,20201205T000000,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7.0
1188,356,Dungeon,Flow,Machine,20200206T000000,M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13.0
1189,2672,Boy,Rock,Head,20201009T000000,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8.0
1190,2130,Fresh,Flow,Death,20200403T000000,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9.0
1191,3674,Boss,Block,Machine,20200112T000000,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.27899999999999997,12.0
1192,1490,MC,Full,Master,20200614T000000,F,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9.0
1193,3586,Baby,Rock,Master,20200708T000000,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11.0
1194,348,Fresh,Rock,Head,20200702T000000,I,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,8.0
1195,299,Baby,College,Head,20200516T000000,M,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,9.0
1196,3969,Boy,Breeze,Machine,20200421T000000,I,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,6.0
1197,5118,Monster,College,Head,20200408T000000,F,0.6772703668438298,,,1.0647875917096985,,0.40274405301964883,,12.0
1198,4465,Monster,Rock,Killer,20201218T000000,M,0.7854784343747429,0.6099061339260528,0.1788905884712997,1.5890919007126003,,0.5044225667144038,,
1199,108,Baby,Block,Master,20200418T000000,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9.0
1200,2328,Monster,Block,Death,20201124T000000,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15.0
1201,2808,Big,Flow,Killer,20201123T000000,F,0.705,0.54,0.205,1.757,0.8265,0.41700000000000004,0.461,9.0
1202,2385,Boss,Block,Head,20200802T000000,F,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12.0
1203,3548,Kid,Block,Killer,20200309T000000,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7.0
1204,3069,Boss,Glam,Master,20200219T000000,M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11.0
1205,1873,MC,Glam,Killer,20201020T000000,I,0.53,0.405,0.12,0.632,0.2715,0.14800000000000002,0.1875,9.0
1206,4265,Jalapeno,Glam,Head,20200216T000000,I,0.35347276962027185,0.42796984649311265,0.09933371410969921,0.20259930867850942,,0.16659570050243394,0.06511312615666481,9.0
1207,627,Dungeon,Full,Death,20200109T000000,F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8.0
1208,1073,Baby,Full,Kitty,20200119T000000,I,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,7.0
1209,2481,DJ,College,Head,20200324T000000,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8.0
1210,3360,Lil',Glam,Head,20200714T000000,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19.0
1211,2157,Kid,Glam,Man,20200520T000000,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17.0
1212,4893,Lil',Breeze,Death,20200505T000000,M,0.5883493366439668,,0.23815249672576033,0.6073628226980076,,,,
1213,4592,DJ,Block,Machine,20201216T000000,F,,0.6845982071706229,0.17750397314982014,0.9393331632884756,,0.3596529409862953,,
1214,5369,Boy,Block,Machine,20200806T000000,M,0.7798988445609506,,,1.2683441086472853,,,0.4259144486744243,
1215,3872,Kid,Glock,Machine,20200207T000000,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9.0
1216,2852,DJ,Block,Killer,20200701T000000,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.0
1217,849,MC,Glock,Man,20200312T000000,M,0.55,0.45,0.15,1.0145,0.40700000000000003,0.2015,0.2875,10.0
1218,1007,Monster,Flow,Machine,20200601T000000,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11.0
1219,713,Dungeon,Flow,Killer,20200613T000000,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8.0
1220,5056,MC,Breeze,Death,20200512T000000,F,0.5331613044603282,0.5257641684846059,0.1451473258080344,0.5483277819154015,,0.15708280863122084,,5.0
1221,4135,Boss,Glock,Kitty,20201118T000000,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11.0
1222,2895,Dungeon,Glock,Master,20200704T000000,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10.0
1223,3940,Monster,Block,Kitty,20200418T000000,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11.0
1224,1089,DJ,College,Kitty,20200913T000000,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7.0
1225,2080,Fresh,Block,Master,20200219T000000,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.33899999999999997,9.0
1226,511,MC,Full,Machine,20200621T000000,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10.0
1227,1304,DJ,Block,Killer,20200613T000000,M,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.19399999999999998,9.0
1228,1183,Jalapeno,Flow,Head,20201119T000000,M,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,8.0
1229,5471,Kid,Block,Killer,20200821T000000,M,,,0.21782315995345286,0.265333979192722,0.25642956861199995,0.15227940835496073,0.13589914365577377,
1230,66,Lil',Full,Head,20201106T000000,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12.0
1231,546,Kid,College,Death,20201216T000000,M,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,8.0
1232,4000,Kid,Full,Machine,20200123T000000,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7.0
1233,1360,Monster,Rock,Death,20200312T000000,I,0.605,0.435,0.13,0.9025,0.43200000000000005,0.174,0.26,11.0
1234,3397,Jalapeno,Flow,Killer,20200217T000000,F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12.0
1235,87,Boss,Flow,Machine,20200405T000000,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10.0
1236,1853,MC,Block,Killer,20200512T000000,I,0.495,0.38,0.145,0.5,0.205,0.14800000000000002,0.1505,8.0
1237,3794,Monster,Flow,Death,20200209T000000,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10.0
1238,2136,Baby,Breeze,Killer,20200621T000000,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9.0
1239,4863,Boss,Full,Master,20200311T000000,F,0.5164491839673251,,,0.40176339194900806,,0.06819161022193565,,5.0
1240,1385,Kid,Rock,Head,20200507T000000,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11.0
1241,1397,Jalapeno,Full,Killer,20200723T000000,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10.0
1242,4722,Boy,Glam,Machine,20200121T000000,I,0.5928422352530283,,0.21794589672085957,0.4081550518650675,,,0.15632625364872016,13.0
1243,1220,Baby,Full,Machine,20201018T000000,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7.0
1244,5148,Fresh,Glam,Man,20200412T000000,F,0.7666889820889063,0.466966154972189,,0.9755757879379493,,0.2026432932433294,0.42933899856156,7.0
1245,642,Lil',Full,Head,20200418T000000,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19.0
1246,1510,Kid,Glock,Kitty,20201109T000000,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10.0
1247,1305,Lil',Glam,Machine,20201114T000000,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10.0
1248,2004,Jalapeno,Rock,Kitty,20200902T000000,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7.0
1249,2312,DJ,College,Head,20200712T000000,I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8.0
1250,4510,MC,Breeze,Killer,20200210T000000,I,,,,0.5619944275686544,0.23993499868275045,,,7.0
1251,1825,Fresh,Glock,Death,20200508T000000,I,0.24,0.18,0.055,0.0555,0.0235,0.013000000000000001,0.018000000000000002,4.0
1252,4586,Fresh,Flow,Machine,20200212T000000,F,0.724591325492296,0.6522715658708549,0.2707113066520338,1.0578968408298137,,0.2507179688551673,,
1253,1409,MC,Block,Death,20200913T000000,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10.0
1254,870,Lil',Breeze,Death,20200516T000000,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12.0
1255,4527,DJ,Full,Machine,20200109T000000,I,0.5592231099863364,0.4147336227907754,0.21931122932854816,0.283834681527148,,0.22506772790403817,0.10779693786978345,2.0
1256,1102,Boy,College,Man,20200508T000000,M,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6.0
1257,2156,Baby,Glam,Machine,20201203T000000,M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12.0
1258,3761,Monster,Block,Machine,20200316T000000,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10.0
1259,824,Boss,Block,Kitty,20200323T000000,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7.0
1260,5206,Lil',Flow,Killer,20200319T000000,M,0.4419556032717217,,0.1332065608845547,0.5030494408438401,,0.16524644243857795,0.2864154507538266,7.0
1261,539,Fresh,Block,Machine,20200707T000000,F,0.375,0.29,0.115,0.2705,0.09300000000000001,0.066,0.0885,10.0
1262,859,Baby,College,Death,20200407T000000,F,0.595,0.48,0.16,1.2095,0.5225,0.29600000000000004,0.32,8.0
1263,1880,Baby,Glam,Master,20200614T000000,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.23800000000000002,10.0
1264,1569,DJ,Block,Kitty,20200703T000000,I,0.475,0.36,0.145,0.6325,0.2825,0.13699999999999998,0.19,8.0
1265,5553,Lil',Flow,Death,20200424T000000,M,,,0.11895408977290604,1.0757722372803293,,0.25518093118126817,,
1266,4194,Monster,Flow,Master,20200910T000000,I,0.48203051460029145,,,0.6835158259195108,,,,
1267,83,Boy,College,Kitty,20200316T000000,M,0.595,0.475,0.16,1.3175,0.408,0.23399999999999999,0.58,21.0
1268,455,Boy,Full,Master,20200708T000000,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11.0
1269,3157,Monster,Block,Master,20201103T000000,F,0.43,0.35,0.09,0.397,0.1575,0.08900000000000001,0.12,9.0
1270,4112,Fresh,Flow,Man,20200914T000000,F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9.0
1271,4047,Boss,Breeze,Head,20200418T000000,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11.0
1272,1837,Fresh,Glam,Kitty,20200219T000000,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6.0
1273,256,Dungeon,Breeze,Machine,20200321T000000,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19.0
1274,1026,Boy,Breeze,Man,20200813T000000,M,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8.0
1275,1553,Lil',Breeze,Head,20200802T000000,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7.0
1276,5049,DJ,Flow,Death,20200209T000000,F,0.7190058051379966,0.5860824712465187,,1.6634384071482615,,,,
1277,3277,Kid,Glock,Head,20200313T000000,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15.0
1278,1095,DJ,Flow,Killer,20200209T000000,I,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,6.0
1279,1664,Baby,Glock,Machine,20201212T000000,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9.0
1280,599,Jalapeno,Full,Master,20201219T000000,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16.0
1281,1323,DJ,Glam,Killer,20200617T000000,I,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,9.0
1282,2373,Fresh,Block,Master,20200908T000000,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12.0
1283,5157,Fresh,Full,Master,20201012T000000,I,0.5925163832987035,0.5286973994187951,,0.7784661305098034,,0.183632560737597,0.3509807854350258,7.0
1284,3471,Jalapeno,Glock,Man,20200718T000000,F,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,9.0
1285,1097,Fresh,Full,Man,20201118T000000,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8.0
1286,2195,Lil',Full,Master,20200303T000000,I,0.26,0.215,0.08,0.099,0.037000000000000005,0.0255,0.045,5.0
1287,743,Boss,Block,Machine,20200710T000000,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0
